Cat. Num.;Universidad;Recolector;No. De Especies;año;Mes;Dia;País;Cód. País;Provincia;Latitud;lon;Ciudad;Localidad;Elavación;Dato Geotécnico;Coordenada;Identificado Por:;Estado;Reino;Filo;Clase;orden;Familia;Género;epíteto específico;Epíteto Intraespecífico;Nombre completo;Rango de Taxón;Paternidad literaria;Otro nombre
UWP:4883;University of Guatemala;Fonnegra R;1;1976;5;23;Guatemala   ;GT;Petén;173.649.009;-899.393.487;San Andres;En carretera Sonsón - Páramo de Sonsón;400;WGS84;11611;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:49430;University of Guatemala;Callejas R;1;1988;2;25;Guatemala;GT;Petén;174.068.536;-897.857.269;San Jose;Jardín de fabricato;360;WGS84;3063;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;servitensis;;Aechmea servitensis;Species;;
UWP:49431;University of Guatemala;Callejas R;1;1988;2;25;Guatemala;GT;Petén;17.407.723;-897.788.009;San Jose;Jardín del Hotel Mi Ranchito;360;WGS84;3063;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;servitensis;;Aechmea servitensis;Species;;
UWP:51428;University of Guatemala;Callejas R;1;1988;2;27;Guatemala;GT;Petén;177.243.062;-893.706.422;Flores;Ciénaga de Ayapel. caño Quebradona. cerca del casco urbano;410;WGS84;9745;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;mertensii;;Aechmea mertensii;Species;(G. Mey.) Schult. & Schult. f.;
UWP:51430;University of Guatemala;Callejas R;1;1988;2;27;Guatemala   ;GT;Petén;177.481.732;-895.426.597;Flores;Ciénaga de Bija;410;WGS84;9745;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:51761;University of Guatemala;Callejas R;3;1987;11;11;Guatemala;GT;Petén;174.639.024;-902.841.853;San Andres;Región cerca de El Fósil;210;WGS84;2205;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:51832;University of Guatemala;Acevedo P;1;1986;8;3;Guatemala   ;GT;Petén;177.717.835;-90.453.778;San Andres;Hacienda Quintero;279;WGS84;1009;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;coriostachya;;Guzmania coriostachya;Species;(Griseb.) Mez;
UWP:51833;University of Guatemala;Acevedo P;1;1986;8;3;Guatemala   ;GT;Petén;177.783.778;9.084.424.953;San Andres;Hacienda San Diego;279;WGS84;1009;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;coriostachya;;Guzmania coriostachya;Species;(Griseb.) Mez;
UWP:52005;University of Guatemala;Callejas R;1;1998;3;21;Guatemala;GT;Petén;173.217.968;-903.278.573;San Andres;Quebrada Barrancon;160;WGS84;836;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;laeta;;Guzmania laeta;Species;H. Luther;
UWP:52006;University of Guatemala;Callejas R;1;1998;3;21;Guatemala;GT;Petén;17.341.174;-906.223.826;San Andres;Quebrada Bonita;160;WGS84;836;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;laeta;;Guzmania laeta;Species;H. Luther;
UWP:52197;University of Guatemala;Giraldo D;1;1987;6;7;Guatemala;GT;Petén;177.608.007;-897.571.283;San Jose;Las Acacias;66;WGS84;14981;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:52397;University of Guatemala;Callejas R;1;1988;3;22;Guatemala;GT;Petén;17.288.954;-906.705.137;La Libertad;Parque del Paredón;170;WGS84;643;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:52400;University of Guatemala;Callejas R;1;1988;3;22;Guatemala;GT;Petén;17.185.997;931.594.233;Melchor de Mencos;Parque del Poblado;170;WGS84;643;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;laeta;;Guzmania laeta;Species;H. Luther;
UWP:52401;University of Guatemala;Callejas R;1;1988;3;22;Guatemala;GT;Petén;17.189.691;-892.414.457;Melchor de Mencos;Parque El Refugio;170;WGS84;643;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;laeta;;Guzmania laeta;Species;H. Luther;
UWP:53066;University of Guatemala;Vargas I;1;1987;10;2;Guatemala;GT;Petén;172.446.118;-892.133.292;Melchor de Mencos;Bogotá y Usaquen;232;WGS84;2560;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;michelii;;Racinaea michelii;Species;(Mez) M.A. Spencer & L.B. Sm.;
UWP:53271;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;172.856.788;-894.331.085;Flores;Arroyo Mambu;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;mexicana;;Aechmea mexicana;Species;Baker;
UWP:53272;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;172.929.461;-895.642.654;Flores;Arroyo Quiebra Barro;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;mexicana;;Aechmea mexicana;Species;Baker;
UWP:53273;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;173.031.449;8.937.348.775;Flores;Arroyo Tabaco;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;mexicana;;Aechmea mexicana;Species;Baker;
UWP:53274;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;173.607.576;-897.366.224;Flores;Arroyo Tabaco. confluencia con el río Ranchería;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;mexicana;;Aechmea mexicana;Species;Baker;
UWP:53355;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;172.687.234;-894.401.353;Flores;Arroyo Kutamahana. cerca de Uribia;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:53356;University of Guatemala;Fonnegra R;1;1988;1;23;Guatemala;GT;Petén;172.742.442;-896.102.276;Flores;Arroyo Macondo;514;WGS84;1972;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:53628;University of Guatemala;Callejas R;4;1988;8;10;Guatemala;GT;Petén;1.730.888;-904.149.068;San Andres;Camino de Wacurabá a Kerarí. cerca de Wacurabá;420;WGS84;4697;Hollowell V.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Pariana;aurita;;Pariana aurita;Species;Swallen;
UWP:54116;University of Guatemala;Marulanda O;1;1988;8;9;Guatemala;GT;Petén;173.537.949;-898.525.556;San Jose;Jardín Colrosario;300;WGS84;3136;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;Piñuela
UWP:54117;University of Guatemala;Marulanda O;1;1988;8;9;Guatemala;GT;Petén;173.857.972;-898.026.203;San Jose;Jardín de cementerio;300;WGS84;3136;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;rubiginosa;;Aechmea rubiginosa;Species;Mez;Piñuela
UWP:55675;University of Guatemala;Betancur J;1;1988;10;16;Guatemala;GT;Petén;176.039.598;-904.667.812;San Andres;Carretera Bogotá-Choachí;242;WGS84;4769;Davidse G.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:56997;University of Guatemala;Betancur J;1;1987;4;12;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";San Andres;Porce. bosque de Tenche;108;WGS84;818;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:58089;University of Guatemala;Fonnegra R;1;1989;3;18;Guatemala;GT;Petén;174.164.849;-895.979.938;Flores;Cerro El Bita. Jardín Botánico;150;WGS84;1426;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:58107;University of Guatemala;Fonnegra R;1;1989;3;18;Guatemala;GT;Petén;173.892.055;-897.275;Flores;Cerro El Bita. área del Jardín Botánico;150;WGS84;1426;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:58625;University of Guatemala;Callejas R;1;1989;4;6;Guatemala;GT;Petén;17.563.668;0.10294211;San Andres;Finca San Germán;359;WGS84;2080;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;subrepens;;Agrostis subrepens;Species;(Hitchc.) Hitchc.;
UWP:58626;University of Guatemala;Callejas R;1;1989;4;6;Guatemala;GT;Petén;17.575.023;-902.552.172;San Andres;Finca San Ignacio;359;WGS84;2080;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;subrepens;;Agrostis subrepens;Species;(Hitchc.) Hitchc.;
UWP:58697;University of Guatemala;Callejas R;1;1989;4;6;Guatemala;GT;Petén;175.834.395;-907.827.002;San Andres;Finca San Rafael;359;WGS84;2080;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;subrepens;;Agrostis subrepens;Species;(Hitchc.) Hitchc.;
UWP:60745;University of Guatemala;Sánchez J;1;1986;11;17;Guatemala;GT;Petén;17.458.708;-898.569.137;San Jose;Junín a Gama. río Rucio;207;WGS84;2407;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:6091;University of Guatemala;Callejas R;1;1977;4;31;Guatemala;GT;Petén;172.255.308;909.144.835;La Libertad;Ciénaga El Llanito;250;WGS84;30584;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Eriocaulaceae;Paepalanthus;alpestris;;Paepalanthus alpestris;Species;(Körn.) Tissot-Squalli;
UWP:61581;University of Guatemala;Vargas I;1;1989;7;12;Guatemala;GT;Petén;172.140.493;-899.668.603;San Andres;Priedrsa Blancas River;280;WGS84;1537;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gracilior;;Guzmania gracilior;Species;(André) Mez;
UWP:62628;University of Guatemala;MacDougal J;1;1989;2;14;Guatemala;GT;Petén;"5° 35' 12"" N";"75° 46' 18"" W";Flores;Afluente del río Dormilón;122;WGS84;7167;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:62629;University of Guatemala;MacDougal J;1;1989;2;14;Guatemala;GT;Petén;"6° 05' 34"" N";"75° 38' 27.99"" W";Flores;Antena cerca de Santa Cruz;122;WGS84;7167;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:62687;University of Guatemala;MacDougal J;1;1989;2;28;Guatemala;GT;Petén;176.569.118;-896.001.739;Flores;Cerro Quitasol;332;WGS84;41798;Medina N.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Agrostis;perennans;;Agrostis perennans;Species;(Walter) Tuck.;
UWP:62727;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala;GT;Petén;176.719.406;-892.924.027;Melchor de Mencos;De Fomeque a Chingaza;250;WGS84;6405;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;;;Greigia spp.;Genus;;
UWP:62730;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala;GT;Petén;"6° 20' 3.120"" N";"75° 36' 18.650"" W";San Andres;Debajo de Corinto;270;WGS84;6405;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;danielii;;Greigia danielii;Species;L.B. Sm.;
UWP:62770;University of Guatemala;MacDougal J;2;1989;3;1;Guatemala;GT;Petén;175.262.194;-909.041.308;San Andres;Río Claro. sendero ecológico;332;WGS84;1963;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;vulcanica;;Greigia vulcanica;Species;André;Piñuela
UWP:63156;University of Guatemala;MacDougal J;1;1989;1;28;Guatemala;GT;Petén;174.878.588;-894.307.913;Flores;Bahía Solano;255;WGS84;3166;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;diffusa;;Guzmania diffusa;Species;L.B. Sm.;
UWP:63157;University of Guatemala;MacDougal J;1;1989;1;28;Guatemala;GT;Petén;175.124.396;-896.279.568;Flores;Bajo Anchicayá;255;WGS84;3166;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;diffusa;;Guzmania diffusa;Species;L.B. Sm.;
UWP:63158;University of Guatemala;MacDougal J;1;1989;1;28;Guatemala;GT;Petén;175.210.947;-896.328.679;Flores;Bajo San Juan;255;WGS84;3166;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;diffusa;;Guzmania diffusa;Species;L.B. Sm.;
UWP:63395;University of Guatemala;MacDougal J;1;1989;2;10;Guatemala;GT;Petén;173.031.449;8.937.348.775;Flores;Arroyo Tabaco;162;WGS84;4046;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:63744;University of Guatemala;Callejas R;1;1989;7;2;Guatemala;GT;Petén;177.608.007;-897.571.283;San Jose;Las Acacias;147;WGS84;2337;Davidse G.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:63815;University of Guatemala;Betancur J;1;1988;9;17;Guatemala;GT;Petén;176.636.186;-909.257.567;San Andres;Carretera Granada - San Luis;130;WGS84;5552;Spencer M.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:64582;University of Guatemala;Betancur J;1;1987;3;4;Guatemala;GT;Petén;174.696.597;-905.694.044;San Andres;Finca El Papayo;150;WGS84;7238;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:64583;University of Guatemala;Betancur J;1;1987;3;4;Guatemala;GT;Petén;174.715.014;-907.111.793;San Andres;Finca El Páramo;150;WGS84;7238;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:64743;University of Guatemala;Vargas I;1;1989;10;16;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";Flores;Cerca del río;185;WGS84;1877;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;nigra;;Lasiacis nigra;Species;Davidse;
UWP:65241;University of Guatemala;MacDougal J;1;1989;3;2;Guatemala;GT;Petén;176.674.466;-893.494.615;Flores;Cerros de Suba;332;WGS84;1614;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;;;Greigia spp.;Genus;;
UWP:65285;University of Guatemala;Betancur J;1;1988;9;28;Guatemala;GT;Petén;176.897.503;-897.562.646;San Jose;Cerca de Paniquitá;155;WGS84;643;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:65286;University of Guatemala;Betancur J;1;1988;9;28;Guatemala;GT;Petén;177.507.123;-897.574.374;San Jose;Cerca de Popayán;155;WGS84;643;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:65287;University of Guatemala;Betancur J;3;1988;9;28;Guatemala;GT;Petén;177.608.007;-897.571.283;San Jose;Cerca de Pozohondo;155;WGS84;643;Spencer M.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;angustifolia;;Guzmania angustifolia;Species;;
UWP:65588;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala   ;GT;Petén;176.748.171;-893.306.971;Melchor de Mencos;De Remedios a Zaragoza;250;WGS84;6405;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;coriostachya;;Guzmania coriostachya;Species;(Griseb.) Mez;
UWP:65589;University of Guatemala;MacDougal J;1;1989;3;4;Guatemala   ;GT;Petén;177.406.602;-892.999.387;Melchor de Mencos;De Yuto hacia Lloró;250;WGS84;6405;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;coriostachya;;Guzmania coriostachya;Species;(Griseb.) Mez;
UWP:65906;University of Guatemala;Betancur J;1;1987;8;5;Guatemala;GT;Petén;176.039.598;-904.667.812;San Andres;Río Loretoyacu;280;WGS84;20193;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:65907;University of Guatemala;Betancur J;1;1987;8;5;Guatemala;GT;Petén;176.103.945;-907.367.422;San Andres;Río Mutatá orillas del Río;280;WGS84;20193;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:66025;University of Guatemala;Rentería E;1;1985;4;25;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";Flores;Cerca de Tunía;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66026;University of Guatemala;Rentería E;1;1985;4;25;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Cerca de Uribía;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66027;University of Guatemala;Rentería E;1;1985;4;25;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Cerca de Yotoco;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66028;University of Guatemala;Rentería E;1;1985;4;27;Guatemala;GT;Petén;"5° 35' 12"" N";"75° 46' 18"" W";Flores;Cerca de Yuto;30;WGS84;1615;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;setigera;;Aechmea setigera;Species;Mart. ex Schult. & Schult. f.;
UWP:66041;University of Guatemala;Sánchez J;1;1987;9;22;Guatemala;GT;Petén;174.558.716;-897.595.814;San Jose;Jardín Tocarema;130;WGS84;2407;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;magdalenae;;Aechmea magdalenae;Species;;
UWP:66306;University of Guatemala;Vargas I;1;1989;5;9;Guatemala;GT;Petén;175.116.752;-897.575.186;San Jose;Sitio Boca Toma;150;WGS84;5552;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gloriosa;;Guzmania gloriosa;Species;(André) André ex Mez;
UWP:66307;University of Guatemala;Vargas I;1;1989;5;9;Guatemala;GT;Petén;175.238.526;-898.696.467;San Jose;Sitio Conejos;150;WGS84;5552;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gloriosa;;Guzmania gloriosa;Species;(André) André ex Mez;
UWP:66308;University of Guatemala;Vargas I;5;1989;5;9;Guatemala;GT;Petén;175.327.108;-898.173.641;San Jose;Sitio Tinajas. afluente del río Tapartó;150;WGS84;5552;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;gloriosa;;Guzmania gloriosa;Species;(André) André ex Mez;
UWP:67668;University of Guatemala;Callejas R;1;1989;9;9;Guatemala;GT;Petén;176.719.406;-892.924.027;Melchor de Mencos;Playa de Turbo;181;WGS84;2777;Aguirre J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;eggersii;;Aechmea eggersii;Species;Mez;
UWP:67669;University of Guatemala;Callejas R;1;1989;9;9;Guatemala;GT;Petén;176.748.171;-893.306.971;Melchor de Mencos;Playa Mecana;181;WGS84;2777;Aguirre J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;eggersii;;Aechmea eggersii;Species;Mez;
UWP:67914;University of Guatemala;Callejas R;1;1989;11;16;Guatemala;GT;Petén;176.844.351;903.421.603;San Andres;Carretera hacia Toledo;129;WGS84;3137;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:67915;University of Guatemala;Callejas R;1;1989;11;16;Guatemala;GT;Petén;176.908.309;-906.137.227;San Andres;Carretera Hispania - Bolombolo;129;WGS84;3137;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:70047;University of Guatemala;Callejas R;1;1990;3;1;Guatemala;GT;Petén;172.160.555;8.950.767.314;Flores;Arriba del pueblo;380;WGS84;15726;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;servitensis;;Aechmea servitensis;Species;;
UWP:70048;University of Guatemala;Callejas R;1;1990;3;1;Guatemala;GT;Petén;172.163.016;-895.768.524;Flores;Arroyo Bruno;380;WGS84;15726;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;servitensis;;Aechmea servitensis;Species;;
UWP:70478;University of Guatemala;Vargas I;1;1990;3;13;Guatemala;GT;Petén;6° 50' N;75° 18' W;Flores;Antena cerro Quinini;119;WGS84;1974;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;nutans;;Catopsis nutans;Species;;
UWP:71765;University of Guatemala;Vargas I;1;1981;3;21;Guatemala;GT;Petén;176.491.547;-905.991.416;San Andres;Frente a báscula;100;WGS84;5144;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:71795;University of Guatemala;Betancur J;1;1990;3;9;Guatemala;GT;Petén;172.687.234;-894.401.353;Flores;Arroyo Kutamahana. cerca de Uribia;233;WGS84;757;Will B.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;danielii;;Greigia danielii;Species;L.B. Sm.;
UWP:7238;University of Guatemala;Callejas R;1;1978;3;25;Guatemala;GT;Petén;173.668.954;-901.842.826;San Andres;Quebrada El Edén;200;WGS84;826;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:7239;University of Guatemala;Callejas R;1;1978;3;25;Guatemala;GT;Petén;17.373.889;0.17318494;San Andres;Quebrada El Mogote. acueducto;200;WGS84;826;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:73652;University of Guatemala;Ramírez J;1;1986;11;1;Guatemala;GT;Petén;17.458.708;-898.569.137;San Jose;Cerca a Botero;500;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;Cardo
UWP:73999;University of Guatemala;Ramírez J;1;1986;12;4;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Cerca de Uribía;470;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;tillandsioides;;Aechmea tillandsioides;Species;;
UWP:74003;University of Guatemala;Ramírez J;1;1987;1;25;Guatemala;GT;Petén;"5° 4' 14.2"" N";"75° 23' 19.3"" W";Flores;Cerca del río;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:74014;University of Guatemala;Ramírez J;3;1987;5;26;Guatemala   ;GT;Petén;173.537.949;-898.525.556;San Jose;Casa de Carlos E. Hoyos;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:74015;University of Guatemala;Ramírez J;2;1987;6;29;Guatemala;GT;Petén;174.068.536;-897.857.269;San Jose;Caserío El Tapón;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:74018;University of Guatemala;Ramírez J;1;1987;9;25;Guatemala;GT;Petén;17.572.077;-897.648.733;San Jose;Cerca de Mitú;514;WGS84;1134;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania  lingulata;Species;(L.) Mez;
UWP:75258;University of Guatemala;Callejas R;1;1991;2;15;Guatemala;GT;Petén;176.750.089;-906.609.383;San Andres;Granja Montelindo;514;WGS84;10531;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Hohenbergia;andina;;Hohenbergia andina;Species;Betancur;
UWP:75259;University of Guatemala;Callejas R;1;1991;2;15;Guatemala;GT;Petén;176.844.351;903.421.603;San Andres;Granjas del Padre Luna. orillas del río Dulce;514;WGS84;10531;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Hohenbergia;andina;;Hohenbergia andina;Species;Betancur;
UWP:75260;University of Guatemala;Callejas R;2;1991;2;15;Guatemala;GT;Petén;176.908.309;-906.137.227;San Andres;Gutiérrez a Fosca. río Sáname;514;WGS84;10531;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Hohenbergia;andina;;Hohenbergia andina;Species;Betancur;
